Date,Time,Global_active_power
16/12/2006,18:22:00,5.46
16/12/2006,18:23:00,4.271
16/12/2006,18:24:00,0.2868095332122883
16/12/2006,18:25:00,5.371
16/12/2006,18:26:00,4.881
16/12/2006,18:27:00,2.947
16/12/2006,18:28:00,4.662
16/12/2006,18:29:00,1.441
16/12/2006,18:30:00,2.855
16/12/2006,18:31:00,3.662
16/12/2006,18:32:00,1.066
16/12/2006,18:33:00,3.284
16/12/2006,18:34:00,1.607
16/12/2006,18:35:00,0.658
16/12/2006,18:36:00,2.892
16/12/2006,18:37:00,4.645
16/12/2006,18:38:00,0.722
16/12/2006,18:39:00,5.913
16/12/2006,18:40:00,1.6036419496185774
16/12/2006,18:41:00,3.344
16/12/2006,18:42:00,4.194
16/12/2006,18:43:00,4.099
16/12/2006,18:44:00,5.631
16/12/2006,18:45:00,4.799
16/12/2006,18:46:00,0.3404487678393792
16/12/2006,18:47:00,1.3681664427772113
16/12/2006,18:48:00,3.809
16/12/2006,18:49:00,3.22
16/12/2006,18:50:00,1.233
16/12/2006,18:51:00,1.166
16/12/2006,18:52:00,5.944
16/12/2006,18:53:00,4.751
16/12/2006,18:54:00,4.856
16/12/2006,18:55:00,0.4207782885490285
16/12/2006,18:56:00,1.773
16/12/2006,18:57:00,0.56
16/12/2006,18:58:00,0.21993441060092075
16/12/2006,18:59:00,1.4378501361201088
16/12/2006,19:00:00,2.442
16/12/2006,19:01:00,2.813
16/12/2006,19:02:00,3.991
16/12/2006,19:03:00,2.305
16/12/2006,19:04:00,3.616
16/12/2006,19:05:00,5.246
16/12/2006,19:06:00,5.528
16/12/2006,19:07:00,2.266
16/12/2006,19:08:00,2.336
16/12/2006,19:09:00,1.3237210056341222
16/12/2006,19:10:00,3.712
16/12/2006,19:11:00,3.573
16/12/2006,19:12:00,2.494
16/12/2006,19:13:00,2.877
16/12/2006,19:14:00,0.517
16/12/2006,19:15:00,0.565
16/12/2006,19:16:00,5.488
16/12/2006,19:17:00,1.951
16/12/2006,19:18:00,1.015
16/12/2006,19:19:00,2.559
16/12/2006,19:20:00,2.411
16/12/2006,19:21:00,5.36
16/12/2006,19:22:00,3.576
16/12/2006,19:23:00,3.015
16/12/2006,19:24:00,3.516
16/12/2006,19:25:00,3.674
16/12/2006,19:26:00,5.127
16/12/2006,19:27:00,2.668
16/12/2006,19:28:00,4.024
16/12/2006,19:29:00,3.769
16/12/2006,19:30:00,3.178
16/12/2006,19:31:00,5.31
16/12/2006,19:32:00,5.215
16/12/2006,19:33:00,5.624
16/12/2006,19:34:00,1.569
16/12/2006,19:35:00,0.95
16/12/2006,19:36:00,4.789
16/12/2006,19:37:00,2.278
16/12/2006,19:38:00,3.428
16/12/2006,19:39:00,3.502
16/12/2006,19:40:00,0.965
16/12/2006,19:41:00,5.52
16/12/2006,19:42:00,1.8847161894430533
16/12/2006,19:43:00,2.473
16/12/2006,19:44:00,1.4249981242545442
16/12/2006,19:45:00,1.3
16/12/2006,19:46:00,2.1048038027595606
16/12/2006,19:47:00,4.087
16/12/2006,19:48:00,5.242
16/12/2006,19:49:00,1.484
16/12/2006,19:50:00,1.332
16/12/2006,19:51:00,2.024
16/12/2006,19:52:00,0.763
16/12/2006,19:53:00,5.229
16/12/2006,19:54:00,5.333
16/12/2006,19:55:00,3.654
16/12/2006,19:56:00,3.858
16/12/2006,19:57:00,0.656
16/12/2006,19:58:00,3.456
16/12/2006,19:59:00,1.955
16/12/2006,20:00:00,0.863
16/12/2006,20:01:00,1.083
16/12/2006,20:02:00,3.281
16/12/2006,20:03:00,2.763
16/12/2006,20:04:00,1.311
16/12/2006,20:05:00,5.023
16/12/2006,20:06:00,2.523
16/12/2006,20:07:00,2.876
16/12/2006,20:08:00,4.894
16/12/2006,20:09:00,4.789
16/12/2006,20:10:00,0.5349514100144652
16/12/2006,20:11:00,5.224
16/12/2006,20:12:00,5.112
16/12/2006,20:13:00,4.002
16/12/2006,20:14:00,3.379
16/12/2006,20:15:00,1.233
16/12/2006,20:16:00,3.669
16/12/2006,20:17:00,3.062
16/12/2006,20:18:00,3.279
16/12/2006,20:19:00,0.862
16/12/2006,20:20:00,1.728
16/12/2006,20:21:00,3.8
16/12/2006,20:22:00,2.591
16/12/2006,20:23:00,5.355
16/12/2006,20:24:00,5.785
16/12/2006,20:25:00,2.699
16/12/2006,20:26:00,2.007
16/12/2006,20:27:00,1.81
16/12/2006,20:28:00,2.229
16/12/2006,20:29:00,2.921
16/12/2006,20:30:00,3.806
16/12/2006,20:31:00,4.367
16/12/2006,20:32:00,2.066
16/12/2006,20:33:00,0.577
16/12/2006,20:34:00,0.7701670928234727
16/12/2006,20:35:00,0.995
16/12/2006,20:36:00,2.271
16/12/2006,20:37:00,3.913
16/12/2006,20:38:00,3.374
16/12/2006,20:39:00,4.858
16/12/2006,20:40:00,5.105
16/12/2006,20:41:00,1.224
16/12/2006,20:42:00,0.40401122047016047
16/12/2006,20:43:00,0.40316936360704564
16/12/2006,20:44:00,1.0519913967599457
16/12/2006,20:45:00,2.71
16/12/2006,20:46:00,1.46
16/12/2006,20:47:00,1.551
16/12/2006,20:48:00,3.665
16/12/2006,20:49:00,0.712
16/12/2006,20:50:00,2.61
16/12/2006,20:51:00,5.896
16/12/2006,20:52:00,4.704
16/12/2006,20:53:00,1.346
16/12/2006,20:54:00,2.412
16/12/2006,20:55:00,1.089
16/12/2006,20:56:00,3.733
16/12/2006,20:57:00,3.378
16/12/2006,20:58:00,4.789
16/12/2006,20:59:00,0.613
16/12/2006,21:00:00,5.674
16/12/2006,21:01:00,2.998
16/12/2006,21:02:00,0.809
16/12/2006,21:03:00,4.535
16/12/2006,21:04:00,4.638
16/12/2006,21:05:00,1.56
16/12/2006,21:06:00,1.367
16/12/2006,21:07:00,2.931
16/12/2006,21:08:00,1.903
16/12/2006,21:09:00,0.9243899525317083
16/12/2006,21:10:00,4.969
16/12/2006,21:11:00,3.718
16/12/2006,21:12:00,4.645
16/12/2006,21:13:00,1.807
16/12/2006,21:14:00,0.742
16/12/2006,21:15:00,4.788
16/12/2006,21:16:00,1.161
16/12/2006,21:17:00,2.058
16/12/2006,21:18:00,2.109
16/12/2006,21:19:00,3.005
16/12/2006,21:20:00,1.472
16/12/2006,21:21:00,1.46
16/12/2006,21:22:00,4.652
16/12/2006,21:23:00,2.773
16/12/2006,21:24:00,2.923
16/12/2006,21:25:00,4.205
16/12/2006,21:26:00,2.111
16/12/2006,21:27:00,3.381
16/12/2006,21:28:00,3.183
16/12/2006,21:29:00,5.68
16/12/2006,21:30:00,1.88
16/12/2006,21:31:00,1.691
16/12/2006,21:32:00,4.379
16/12/2006,21:33:00,2.448
16/12/2006,21:34:00,3.095
16/12/2006,21:35:00,0.829
16/12/2006,21:36:00,5.194
16/12/2006,21:37:00,3.503
16/12/2006,21:38:00,4.733
16/12/2006,21:39:00,0.6482746988238007
16/12/2006,21:40:00,2.581
16/12/2006,21:41:00,1.992
16/12/2006,21:42:00,3.142
16/12/2006,21:43:00,3.066
16/12/2006,21:44:00,3.04
16/12/2006,21:45:00,2.054
16/12/2006,21:46:00,5.63
16/12/2006,21:47:00,1.175
16/12/2006,21:48:00,2.851
16/12/2006,21:49:00,0.561
16/12/2006,21:50:00,3.745
16/12/2006,21:51:00,2.78
16/12/2006,21:52:00,2.346
16/12/2006,21:53:00,0.755
16/12/2006,21:54:00,3.81
16/12/2006,21:55:00,4.469
16/12/2006,21:56:00,4.775
16/12/2006,21:57:00,4.323
16/12/2006,21:58:00,3.284
16/12/2006,21:59:00,4.382
16/12/2006,22:00:00,1.482
16/12/2006,22:01:00,5.137
16/12/2006,22:02:00,5.11
16/12/2006,22:03:00,1.725
16/12/2006,22:04:00,2.383
16/12/2006,22:05:00,0.901118528747603
16/12/2006,22:06:00,0.779
16/12/2006,22:07:00,1.211
16/12/2006,22:08:00,3.961
16/12/2006,22:09:00,0.38240017765578016
16/12/2006,22:10:00,2.916
16/12/2006,22:11:00,2.512
16/12/2006,22:12:00,3.463
16/12/2006,22:13:00,4.103
16/12/2006,22:14:00,3.225
16/12/2006,22:15:00,2.39
16/12/2006,22:16:00,4.372
16/12/2006,22:17:00,4.776
16/12/2006,22:18:00,0.8283099932664006
16/12/2006,22:19:00,1.858
16/12/2006,22:20:00,3.666
16/12/2006,22:21:00,2.231
16/12/2006,22:22:00,1.431
16/12/2006,22:23:00,3.181
16/12/2006,22:24:00,5.487
16/12/2006,22:25:00,2.266
16/12/2006,22:26:00,3.864
16/12/2006,22:27:00,3.114
16/12/2006,22:28:00,4.439
16/12/2006,22:29:00,2.334
16/12/2006,22:30:00,3.923
16/12/2006,22:31:00,5.401
16/12/2006,22:32:00,4.831
16/12/2006,22:33:00,2.08
16/12/2006,22:34:00,3.411
16/12/2006,22:35:00,3.76
16/12/2006,22:36:00,2.303
16/12/2006,22:37:00,1.873
16/12/2006,22:38:00,0.674
16/12/2006,22:39:00,1.115
16/12/2006,22:40:00,5.721
16/12/2006,22:41:00,0.20449563978364696
16/12/2006,22:42:00,2.763
16/12/2006,22:43:00,5.975
16/12/2006,22:44:00,2.499
16/12/2006,22:45:00,1.941
16/12/2006,22:46:00,4.471
16/12/2006,22:47:00,1.3
16/12/2006,22:48:00,4.753
16/12/2006,22:49:00,0.957
16/12/2006,22:50:00,2.005
16/12/2006,22:51:00,5.643
16/12/2006,22:52:00,1.622
16/12/2006,22:53:00,4.789
16/12/2006,22:54:00,0.15065637378212005
16/12/2006,22:55:00,2.682
16/12/2006,22:56:00,4.658
16/12/2006,22:57:00,2.86
16/12/2006,22:58:00,4.543
16/12/2006,22:59:00,3.331
16/12/2006,23:00:00,1.291
16/12/2006,23:01:00,2.25
16/12/2006,23:02:00,5.168
16/12/2006,23:03:00,1.31
16/12/2006,23:04:00,3.498
16/12/2006,23:05:00,4.416
16/12/2006,23:06:00,0.9858553882091614
16/12/2006,23:07:00,5.16
16/12/2006,23:08:00,3.431
16/12/2006,23:09:00,5.233
16/12/2006,23:10:00,3.515
16/12/2006,23:11:00,3.419
16/12/2006,23:12:00,5.652
16/12/2006,23:13:00,5.029
16/12/2006,23:14:00,1.482
16/12/2006,23:15:00,2.292
16/12/2006,23:16:00,4.603
16/12/2006,23:17:00,0.91
16/12/2006,23:18:00,1.487
16/12/2006,23:19:00,1.7
16/12/2006,23:20:00,5.227
16/12/2006,23:21:00,5.701
16/12/2006,23:22:00,0.07436646772860991
16/12/2006,23:23:00,3.482
16/12/2006,23:24:00,4.654
16/12/2006,23:25:00,2.092
16/12/2006,23:26:00,4.47
16/12/2006,23:27:00,5.886
16/12/2006,23:28:00,3.929
16/12/2006,23:29:00,1.48
16/12/2006,23:30:00,3.104
16/12/2006,23:31:00,2.23
16/12/2006,23:32:00,3.698
16/12/2006,23:33:00,5.57
16/12/2006,23:34:00,1.406
16/12/2006,23:35:00,5.931
16/12/2006,23:36:00,4.047
16/12/2006,23:37:00,2.287
16/12/2006,23:38:00,3.365
16/12/2006,23:39:00,2.124
16/12/2006,23:40:00,0.9336860355129848
16/12/2006,23:41:00,2.658
16/12/2006,23:42:00,2.18
16/12/2006,23:43:00,4.554
16/12/2006,23:44:00,4.006
16/12/2006,23:45:00,2.934
16/12/2006,23:46:00,4.828
16/12/2006,23:47:00,2.861
16/12/2006,23:48:00,3.458
16/12/2006,23:49:00,0.556
16/12/2006,23:50:00,0.34557404154320687
16/12/2006,23:51:00,2.109
16/12/2006,23:52:00,1.361
16/12/2006,23:53:00,1.454
16/12/2006,23:54:00,5.442
16/12/2006,23:55:00,1.05
16/12/2006,23:56:00,4.858
16/12/2006,23:57:00,3.913
16/12/2006,23:58:00,1.3973184912330399
16/12/2006,23:59:00,0.959
17/12/2006,00:00:00,5.625
17/12/2006,00:01:00,2.242
17/12/2006,00:02:00,1.815
17/12/2006,00:03:00,2.084
17/12/2006,00:04:00,5.336
17/12/2006,00:05:00,2.192
17/12/2006,00:06:00,2.849
17/12/2006,00:07:00,1.540369778718119
17/12/2006,00:08:00,0.62
17/12/2006,00:09:00,1.767
17/12/2006,00:10:00,0.7037022453431958
17/12/2006,00:11:00,0.916
17/12/2006,00:12:00,2.191
17/12/2006,00:13:00,3.383
17/12/2006,00:14:00,1.55
17/12/2006,00:15:00,2.773
17/12/2006,00:16:00,3.677
17/12/2006,00:17:00,1.782
17/12/2006,00:18:00,5.448
17/12/2006,00:19:00,2.4
17/12/2006,00:20:00,3.147
17/12/2006,00:21:00,0.63
17/12/2006,00:22:00,0.6532567706303911
17/12/2006,00:23:00,2.29
17/12/2006,00:24:00,1.054
17/12/2006,00:25:00,5.596
17/12/2006,00:26:00,1.703
17/12/2006,00:27:00,5.112
17/12/2006,00:28:00,1.097612203614393
17/12/2006,00:29:00,4.575
17/12/2006,00:30:00,5.44
17/12/2006,00:31:00,4.266
17/12/2006,00:32:00,0.638
17/12/2006,00:33:00,2.673019638833397
17/12/2006,00:34:00,3.854
17/12/2006,00:35:00,2.521
17/12/2006,00:36:00,4.097
17/12/2006,00:37:00,4.69
17/12/2006,00:38:00,4.63
17/12/2006,00:39:00,0.915
17/12/2006,00:40:00,4.181
17/12/2006,00:41:00,0.3459738975733174
17/12/2006,00:42:00,1.6550519589045802
17/12/2006,00:43:00,5.539
17/12/2006,00:44:00,5.453
17/12/2006,00:45:00,4.225
17/12/2006,00:46:00,3.259
17/12/2006,00:47:00,3.922
17/12/2006,00:48:00,4.771
17/12/2006,00:49:00,0.23737625721296318
17/12/2006,00:50:00,5.51
17/12/2006,00:51:00,1.0728177023176637
17/12/2006,00:52:00,5.253
17/12/2006,00:53:00,5.083
17/12/2006,00:54:00,4.114
17/12/2006,00:55:00,1.0996452385672166
17/12/2006,00:56:00,1.2246863682567275
17/12/2006,00:57:00,2.757
17/12/2006,00:58:00,0.6284877425010265
17/12/2006,00:59:00,1.905
17/12/2006,01:00:00,2.682
17/12/2006,01:01:00,5.529
17/12/2006,01:02:00,2.719
17/12/2006,01:03:00,3.095
17/12/2006,01:04:00,4.087
17/12/2006,01:05:00,4.264
17/12/2006,01:06:00,3.531
17/12/2006,01:07:00,0.5681300602049562
17/12/2006,01:08:00,3.802
17/12/2006,01:09:00,0.731
17/12/2006,01:10:00,5.631
17/12/2006,01:11:00,0.45227259645612883
17/12/2006,01:12:00,2.767
17/12/2006,01:13:00,1.5505363110524217
17/12/2006,01:14:00,2.705
17/12/2006,01:15:00,1.6710039334085083
17/12/2006,01:16:00,2.066
17/12/2006,01:17:00,1.308
17/12/2006,01:18:00,3.05
17/12/2006,01:19:00,1.597
17/12/2006,01:20:00,1.778
17/12/2006,01:21:00,4.465
17/12/2006,01:22:00,0.614
17/12/2006,01:23:00,0.536800200556855
17/12/2006,01:24:00,3.154
17/12/2006,01:25:00,2.571
17/12/2006,01:26:00,3.63
17/12/2006,01:27:00,2.753
17/12/2006,01:28:00,3.567
17/12/2006,01:29:00,1.236
17/12/2006,01:30:00,3.874
17/12/2006,01:31:00,0.20957146113913216
17/12/2006,01:32:00,1.48
17/12/2006,01:33:00,5.126
17/12/2006,01:34:00,1.722
17/12/2006,01:35:00,3.118
17/12/2006,01:36:00,5.735
17/12/2006,01:37:00,4.613
17/12/2006,01:38:00,0.25288386234936316
17/12/2006,01:39:00,4.003
17/12/2006,01:40:00,5.743
17/12/2006,01:41:00,0.47163127187417897
17/12/2006,01:42:00,1.403
17/12/2006,01:43:00,2.425
17/12/2006,01:44:00,2.454
17/12/2006,01:45:00,1.1138694401683016
17/12/2006,01:46:00,3.132
17/12/2006,01:47:00,3.055
17/12/2006,01:48:00,2.916
17/12/2006,01:49:00,0.985
17/12/2006,01:50:00,2.796
17/12/2006,01:51:00,1.31
17/12/2006,01:52:00,2.158
17/12/2006,01:53:00,3.484
17/12/2006,01:54:00,3.673
17/12/2006,01:55:00,3.968
17/12/2006,01:56:00,5.92
17/12/2006,01:57:00,5.477
17/12/2006,01:58:00,4.635
17/12/2006,01:59:00,4.95
17/12/2006,02:00:00,3.979
17/12/2006,02:01:00,5.174
17/12/2006,02:02:00,5.311
17/12/2006,02:03:00,0.6168222436366648
17/12/2006,02:04:00,3.976
17/12/2006,02:05:00,1.433
17/12/2006,02:06:00,1.285
17/12/2006,02:07:00,5.562
17/12/2006,02:08:00,1.426
17/12/2006,02:09:00,2.984
17/12/2006,02:10:00,2.746
17/12/2006,02:11:00,0.6813865225823479
17/12/2006,02:12:00,0.883
17/12/2006,02:13:00,2.744
17/12/2006,02:14:00,0.652
17/12/2006,02:15:00,1.398
17/12/2006,02:16:00,1.0051429818835644
17/12/2006,02:17:00,2.671
17/12/2006,02:18:00,3.128
17/12/2006,02:19:00,2.491
17/12/2006,02:20:00,4.561
17/12/2006,02:21:00,2.887
17/12/2006,02:22:00,0.5551222151114319
17/12/2006,02:23:00,0.8925509980948088
17/12/2006,02:24:00,5.193
17/12/2006,02:25:00,3.597
17/12/2006,02:26:00,5.841
17/12/2006,02:27:00,5.615
17/12/2006,02:28:00,3.891
17/12/2006,02:29:00,1.9730229950390628
17/12/2006,02:30:00,2.254343899498373
17/12/2006,02:31:00,1.482
17/12/2006,02:32:00,3.091
17/12/2006,02:33:00,5.87
17/12/2006,02:34:00,4.671
17/12/2006,02:35:00,1.064
17/12/2006,02:36:00,2.158
17/12/2006,02:37:00,2.758
17/12/2006,02:38:00,2.016
17/12/2006,02:39:00,2.934
17/12/2006,02:40:00,5.705
17/12/2006,02:41:00,3.461
17/12/2006,02:42:00,4.933
17/12/2006,02:43:00,4.72
17/12/2006,02:44:00,2.603
17/12/2006,02:45:00,0.725
17/12/2006,02:46:00,0.7361177174435259
17/12/2006,02:47:00,3.942
17/12/2006,02:48:00,2.302
17/12/2006,02:49:00,1.167
17/12/2006,02:50:00,4.017
17/12/2006,02:51:00,2.82
17/12/2006,02:52:00,4.262
17/12/2006,02:53:00,2.252
17/12/2006,02:54:00,1.418
17/12/2006,02:55:00,5.934
17/12/2006,02:56:00,3.767
17/12/2006,02:57:00,5.613
17/12/2006,02:58:00,3.364
17/12/2006,02:59:00,0.736
17/12/2006,03:00:00,4.599
17/12/2006,03:01:00,4.011
17/12/2006,03:02:00,4.332
17/12/2006,03:03:00,5.986
17/12/2006,03:04:00,1.46
17/12/2006,03:05:00,0.669
17/12/2006,03:06:00,5.843
17/12/2006,03:07:00,4.675
17/12/2006,03:08:00,5.982
17/12/2006,03:09:00,5.775
17/12/2006,03:10:00,3.808
17/12/2006,03:11:00,3.418
17/12/2006,03:12:00,4.83
17/12/2006,03:13:00,1.578
17/12/2006,03:14:00,3.838
17/12/2006,03:15:00,2.93
17/12/2006,03:16:00,1.1835329259928564
17/12/2006,03:17:00,5.149
17/12/2006,03:18:00,2.844
17/12/2006,03:19:00,3.006
17/12/2006,03:20:00,1.3469751433750763
17/12/2006,03:21:00,3.388
17/12/2006,03:22:00,5.81
17/12/2006,03:23:00,3.663
17/12/2006,03:24:00,1.375
17/12/2006,03:25:00,0.695
17/12/2006,03:26:00,5.674
17/12/2006,03:27:00,3.011
17/12/2006,03:28:00,0.794
17/12/2006,03:29:00,5.687
17/12/2006,03:30:00,0.1295304785171501
17/12/2006,03:31:00,5.733
17/12/2006,03:32:00,3.597
17/12/2006,03:33:00,2.595
17/12/2006,03:34:00,0.969
17/12/2006,03:35:00,5.754
17/12/2006,03:36:00,5.145
17/12/2006,03:37:00,5.546
17/12/2006,03:38:00,3.622
17/12/2006,03:39:00,5.183
17/12/2006,03:40:00,4.309
17/12/2006,03:41:00,1.847
17/12/2006,03:42:00,2.295
17/12/2006,03:43:00,0.11815691697726759
17/12/2006,03:44:00,0.6655404301985453
17/12/2006,03:45:00,0.6619678735859196
17/12/2006,03:46:00,3.63
17/12/2006,03:47:00,0.976
17/12/2006,03:48:00,2.058
17/12/2006,03:49:00,5.131
17/12/2006,03:50:00,4.51
17/12/2006,03:51:00,4.258
17/12/2006,03:52:00,0.5099356257354641
17/12/2006,03:53:00,1.59
17/12/2006,03:54:00,5.655
17/12/2006,03:55:00,5.453
17/12/2006,03:56:00,5.15
17/12/2006,03:57:00,0.2986521265767278
17/12/2006,03:58:00,2.283
17/12/2006,03:59:00,4.842
17/12/2006,04:00:00,1.796
17/12/2006,04:01:00,1.609
17/12/2006,04:02:00,3.893
17/12/2006,04:03:00,5.473
17/12/2006,04:04:00,4.255
17/12/2006,04:05:00,1.212
17/12/2006,04:06:00,2.792
17/12/2006,04:07:00,1.163
17/12/2006,04:08:00,2.495
17/12/2006,04:09:00,2.029
17/12/2006,04:10:00,1.3180476586960328
17/12/2006,04:11:00,1.9
17/12/2006,04:12:00,0.7721571296406156
17/12/2006,04:13:00,4.012
17/12/2006,04:14:00,0.842
17/12/2006,04:15:00,5.211
17/12/2006,04:16:00,5.105
17/12/2006,04:17:00,5.014
17/12/2006,04:18:00,5.782
17/12/2006,04:19:00,0.9804500462063966
17/12/2006,04:20:00,0.5536140913787122
17/12/2006,04:21:00,1.657
17/12/2006,04:22:00,5.323
17/12/2006,04:23:00,3.417
17/12/2006,04:24:00,1.891
17/12/2006,04:25:00,1.221
17/12/2006,04:26:00,5.666
17/12/2006,04:27:00,1.659
17/12/2006,04:28:00,3.603
17/12/2006,04:29:00,2.517
17/12/2006,04:30:00,4.969
17/12/2006,04:31:00,3.38
17/12/2006,04:32:00,4.141
17/12/2006,04:33:00,1.514
17/12/2006,04:34:00,2.014
17/12/2006,04:35:00,1.267
17/12/2006,04:36:00,1.124
17/12/2006,04:37:00,5.158
17/12/2006,04:38:00,5.801
17/12/2006,04:39:00,3.033
17/12/2006,04:40:00,2.487
17/12/2006,04:41:00,3.751
17/12/2006,04:42:00,2.905
17/12/2006,04:43:00,4.336
17/12/2006,04:44:00,2.491
17/12/2006,04:45:00,0.519
17/12/2006,04:46:00,1.923
17/12/2006,04:47:00,1.484
17/12/2006,04:48:00,0.789
17/12/2006,04:49:00,3.583
17/12/2006,04:50:00,2.2375034963460756
17/12/2006,04:51:00,4.494
17/12/2006,04:52:00,2.672
17/12/2006,04:53:00,5.771
17/12/2006,04:54:00,1.347
17/12/2006,04:55:00,1.177
17/12/2006,04:56:00,1.619
17/12/2006,04:57:00,3.536
17/12/2006,04:58:00,1.08127542702182
17/12/2006,04:59:00,5.567
17/12/2006,05:00:00,2.3935483676128575
17/12/2006,05:01:00,3.204
17/12/2006,05:02:00,5.105
17/12/2006,05:03:00,0.688
17/12/2006,05:04:00,5.923
17/12/2006,05:05:00,0.533
17/12/2006,05:06:00,4.544
17/12/2006,05:07:00,5.571
17/12/2006,05:08:00,3.644
17/12/2006,05:09:00,1.7771256529705248
17/12/2006,05:10:00,4.836
17/12/2006,05:11:00,1.604
17/12/2006,05:12:00,5.568
17/12/2006,05:13:00,3.709
17/12/2006,05:14:00,2.52
17/12/2006,05:15:00,3.571
17/12/2006,05:16:00,1.504
17/12/2006,05:17:00,3.362
17/12/2006,05:18:00,0.521
17/12/2006,05:19:00,1.411
17/12/2006,05:20:00,2.647
17/12/2006,05:21:00,5.665
17/12/2006,05:22:00,2.879
17/12/2006,05:23:00,3.94
17/12/2006,05:24:00,1.072
17/12/2006,05:25:00,0.886
17/12/2006,05:26:00,1.826905040705813
17/12/2006,05:27:00,0.879
17/12/2006,05:28:00,2.893
17/12/2006,05:29:00,4.547
17/12/2006,05:30:00,3.542
17/12/2006,05:31:00,1.914
17/12/2006,05:32:00,1.663
17/12/2006,05:33:00,3.14
17/12/2006,05:34:00,2.684
17/12/2006,05:35:00,3.064
17/12/2006,05:36:00,1.933
17/12/2006,05:37:00,5.292
17/12/2006,05:38:00,4.626
17/12/2006,05:39:00,5.716
17/12/2006,05:40:00,4.551
17/12/2006,05:41:00,5.089
17/12/2006,05:42:00,2.196
17/12/2006,05:43:00,3.505
17/12/2006,05:44:00,3.287
17/12/2006,05:45:00,1.8358112542371159
17/12/2006,05:46:00,2.731
17/12/2006,05:47:00,0.857
17/12/2006,05:48:00,3.005
17/12/2006,05:49:00,5.786
17/12/2006,05:50:00,3.127
17/12/2006,05:51:00,5.246
17/12/2006,05:52:00,1.656
17/12/2006,05:53:00,1.005
17/12/2006,05:54:00,0.712
17/12/2006,05:55:00,5.327
17/12/2006,05:56:00,0.19472013833946575
17/12/2006,05:57:00,3.683
17/12/2006,05:58:00,0.913
17/12/2006,05:59:00,1.87
17/12/2006,06:00:00,1.764
17/12/2006,06:01:00,1.497
17/12/2006,06:02:00,5.456
17/12/2006,06:03:00,3.884
17/12/2006,06:04:00,5.598
17/12/2006,06:05:00,0.577
17/12/2006,06:06:00,0.12527270554773895
17/12/2006,06:07:00,1.646
17/12/2006,06:08:00,2.291
17/12/2006,06:09:00,5.496
17/12/2006,06:10:00,4.371
17/12/2006,06:11:00,3.462
17/12/2006,06:12:00,1.059
17/12/2006,06:13:00,1.451
17/12/2006,06:14:00,4.522
17/12/2006,06:15:00,2.035
17/12/2006,06:16:00,3.018
17/12/2006,06:17:00,3.919
17/12/2006,06:18:00,2.756
17/12/2006,06:19:00,3.359
17/12/2006,06:20:00,4.253
17/12/2006,06:21:00,3.119
17/12/2006,06:22:00,5.198
17/12/2006,06:23:00,4.716
17/12/2006,06:24:00,4.949
17/12/2006,06:25:00,1.165
17/12/2006,06:26:00,4.428
17/12/2006,06:27:00,0.972
17/12/2006,06:28:00,2.454
17/12/2006,06:29:00,0.795
17/12/2006,06:30:00,3.092
17/12/2006,06:31:00,1.786
17/12/2006,06:32:00,1.875
17/12/2006,06:33:00,5.732
17/12/2006,06:34:00,3.544
17/12/2006,06:35:00,4.312
17/12/2006,06:36:00,5.088
17/12/2006,06:37:00,3.503
17/12/2006,06:38:00,4.52
17/12/2006,06:39:00,1.259
17/12/2006,06:40:00,3.785
17/12/2006,06:41:00,4.357
